Turkish,English
işçi,employee
atalım,let's throw
em,EM
tanır,recognizes
böyledir,It is the case
paketi,package
affedin,forgive
oğul,son
donanma,navy
nicky,nicky
isabet,hit
kariyer,career
rosa,rosa
bürosu,bureau
diyecektim,I would say
sorusu,the question is
kır,dirt
toplantıya,to the meeting
adamlarını,their guys
vurma,hit
times,tame
depo,warehouse
kutlamak,to celebrate
değiştirir,modifies
saygın,reputable
notu,grade
İçimde,In me
kesti,cut
bulunmak,have
doldur,fill in
işlere,to the jobs
öldürüldüğü,murdered
ulu,great
mahvettin,ruined
kumandan,commander
radyasyon,radiation
şansa,chance
sevmedim,I did not love
duncan,duncan
cindy,cindy
lady,Lady
brandon,brandon
düşünerek,thinkingly
bulduğu,founded
güçlerini,their forces
isteyecek,will want
gelirler,incomes
sheldon,sheldon
İmparator,Emperor
arabasına,to the car
çamur,mud
itaat,obedience
göndermiş,submitted
damla,drop
judy,judy
başladığı,whether
ra,ra
gelenler,incoming
tutuklama,arrest
gezegeni,planet
sebastian,sebastian
tess,tess
sormaya,to ask for
ucu,tip
adamlarla,with the guys
yatağın,bed
psikopat,psychopath
buradayken,When I was here
joy,joy
başlasın,let the beginning
bakarsanız,If you look at
duyan,hearing
bilmiyorsunuz,you don't know
vücudun,your body
yatan,lying
balo,prom
yiyen,eating
unutmak,to forget
çektin,you have taken the
dilim,slice
vererek,giving
alamadım,I could not get
şarabı,coarse
almışsın,you have received
sebeple,for the reason
dönüşü,return
yapay,artificial
ceket,jacket
mutfağa,to the kitchen
selamlar,Hi
uyandım,I woke up
anlatın,tell
fikriniz,Your opinion is
atarım,my assignment
ari,Bee
gelirsin,you come in
kırdı,broke
çıkmayı,exit
İdare,Administration
afganistan,Afghanistan
umrunda,careful
mezuniyet,graduation
ölmeye,dying
poirot,poirot
vurmuş,struck
kesilmiş,cut
karıma,wife
değilsen,If you are not
ödeyecek,will pay
dünyasında,in the world of
juan,juan
üzgünüz,we are sad
gol,goal
öncesine,prior to
düşmanın,enemy
okuldaki,at school
avukatım,my lawyer
bacak,leg
yas,mourning
boka,shit
meseleyi,the matter of
dersen,permanent
freddie,freddie
öderim,I pay
turner,turner
görebilirsin,you can see
dolaşıyor,wandering
kararlar,decisions
bolca,plenty of
hergün,every day
gerekebilir,may need
kaset,tape
atlar,horses
gençlik,youth
elektrikli,electric
ruslar,Russians
hissettiğimi,that I feel
marka,brand
kaybetme,losing
romeo,romeo
geleceğiz,we will come to
tanış,meet
koymuş,laid up
işgal,occupation
iblis,demon
bakmayı,stare
cinayete,murder
şoför,chauffeur
kartal,Eagle
İyisin,You are good
muhammed,Mohammed
anca,barely
davanın,of the case of
bell,belle
indirin,Download
varlığını,the existence of
trajik,tragic
amirim,supervisor
kaçma,escape
becky,becky
hafife,underestimate
engellemek,to obstruct
bırakmaya,relinquish
düşündüğümden,As I thought
toplayıp,gathering
dosyayı,the file
çocukluk,childhood
masası,desk
söylerler,they say
İzle,Watch
hayret,amazing
medya,media
gerisi,rest
oralarda,there
çalışıp,work
kokuyorsun,you're smelling
imkanı,the possibility of
düşünmüyorsun,You don't think about it
şahsi,personal
biliyorsundur,you know that
vaka,case
İyiydi,It was good
kalbine,to your heart
etsen,meat
dönmeliyim,I have to return
adının,the name of
ellerin,your hands
görmen,see
mor,purple
potansiyel,potential
düşünemiyorum,I can't think of
geleceğe,to the future
teselli,consolation
olayların,of the events.
geçtiğimiz,the passage last
araştırdım,I have investigated
ilgileniyorum,I am interested
kazanacak,will win
collins,collins
çıkaralım,lets remove
long,long
subay,officer
kazanmaya,to win
pierce,pierce
hunter,hunter
geçiriyorum,i spend it
adams,adams
ayakkabılar,shoes
korktun,you were afraid
cevaplar,answers
bırakmam,I don't leave
adada,on the island
beynin,your brain
düşünmem,I don't think about
joel,joel
getirip,brings
önümde,in front of me
uçağın,plane
harrison,harrison
palyaço,clown
ayrıldık,we left
tembel,lazy
dilek,wish
koyacağım,I will put it on
evladım,I'm married
havuz,swimming pool
filmleri,films
inip,despite
çıkaracak,will remove
ikisinin,of the two of the
hükümetin,the government's
toplam,total
bilin,know
sal,shawl
rüyamda,in my dream
rahatsızlık,discomfort
alexander,alexander
yoksun,devoid of
dişlerini,teeth
görmesini,see
yetti,adaptive
zach,zach
camdan,glass
izliyorum,I'm watching
lawrence,Lawrence
kampı,camp
song,song
zarif,elegant
istemedin,you didn't want to
bilmesini,to know
bilmesi,knowing
çiçekleri,blossoms
kararlı,decisive
katıl,join
biliyorduk,We knew
reese,reese
mum,candle
görüşeceğiz,we will meet
kaderi,fate
diğerine,to the other
kıyafetler,clothes
scully,scully
bahsettiğin,that you are talking about
ikram,catering
saatlerce,for hours
gömlek,shirt
ilgilen,take care
giderdi,would go
guy,guy
karının,wife
hatırlayamıyorum,I can't remember
alınma,retrievement
alacağını,will take
donald,donald
gps,gps
çalıştır,run
onurlu,honorable
davranmak,to behave
listede,on the list
düşünmüş,ponderous
sıkışmış,jammed
kayıtlarına,to their records
sürebilir,can last
hazırlan,prepared
garcia,garcia
arıyordu,he was looking for
uğraşmak,to strive
saçlarını,your hair
ölmesine,dying
çözmeye,dissolve
geçirme,passage
adeta,almost
fil,elephant
uç,fly
korkuyordum,I was afraid of
değerini,vital
çalışacağız,We will work
angie,angie
çağırdım,I've called up
tipik,typical
diri,alive
bishop,bishop
verebilirsin,You can give it
alırken,while receiving
mantıksız,illogical
çalmış,stolen
anlamadın,you did not understand
artıyor,is increasing
flynn,Flynn
dee,dee
rehine,hostage
votka,vodka
etmemiştim,I didn't make it
kardeşime,to my brother
amacım,my goal
başlamıştım,I had started
edeceğimi,I will be I will
değiştirecek,will change
yapamazsınız,You cannot
çalışıyormuş,he is employed
street,street
girdik,we entered
bulabilirsin,you can find
ayrılıyor,leaving
aktör,actor
yolculuğu,journey
İhtiyar,Old
meraklı,curious
anahtarlar,keys
köpekleri,dogs
mo,B.C
çıkmıştı,had gone out
anlattın,you told
arkadaşıma,to my friend
süresi,time
dansa,dancing
kocasının,husband
dinledim,listened to
huzurlu,peaceful
kalkan,shield
hikayenin,of the story
asya,Asia
yanılıyor,it is wrong
üçte,in three
gözetim,surveillance
görevimiz,our mission
bahsetmek,to mention
anlatamam,I cannot tell
işinden,from his job
kayıtlara,to the records
düşüp,falling
yavaşla,slowly
arı,Bee
buzlu,iced
yüzümü,my face
kamyonu,truck
harvard,Harvard
veremezsin,you cannot give
sesİ,voice
lance,lance
öğrenciler,students
ilişkimiz,our relationship
dolaşıp,wandering
davrandı,she behaved
görüntüleri,images of
kel,bald
söylerdim,I'd say it
değiştirme,changing
itiraz,objection
maden,coal
tören,ceremony
violet,violet
inatçı,stubborn
patlamış,exploded
bitirdin,you have finished
yarışma,competition
yaratıklar,creatures
duracak,will stop
yararlı,beneficial
bilgin,prickly
as,ace
teori,theory
gil,gil
kopyasını,copy
all,all
oo,oo
çıkarım,inference
İçecek,Beverage
kovuldun,you are fired
tekme,kick
sabahtan,from the morning
yunan,Hellenic
abim,sow
gaza,gas
nabız,pulse
verirler,they give
sınırlı,angry
kadardır,up to
endişeliyim,I'm worried
chen,chen
böylelikle,thus
yattın,you slept
brick,brick
yapabilirsiniz,You can do
reed,reef
tipi,type
kırmak,to break
karımla,with my wife
içiyorsun,you drink?
alec,alec
çaylak,noob
savunmasız,vulnerable
yaşadığın,that you live
Kas.57,Kas.57
ruhlar,souls
kafaya,heady
lemon,lemon
yarbay,lieutenant colonel
kızımız,our daughter
başladığını,bustling
oynarken,when playing
dir,dirty
duyabiliyorum,I can hear
söylemiştiniz,you have told
kızına,to your daughter
dinler,religions
küba,Cuba
nefesini,breath
hapı,pillion
öğrenecek,will learn
tecrübe,experience
kürek,shovel
patlayıcı,explosive
dikkatimi,my attention
çocuklarının,of their children.
yağı,oil
bedeni,body
bauer,bauer
boks,boxing
bebeğe,baby
öneriyorum,I suggest it
yalnızım,I'm alone
tutma,hold
binin,beside
giymiş,dressed
mini,mini
saklıyor,hiding
görülüyor,it is seen
adamdır,is the man
babamdan,from my father
atacak,will toss
düşüneyim,let me think
anlamıştım,I have understood
gwen,gwen
iken,while
ekonomik,economic
jae,jae
yiyeceğiz,we will eat
koruyun,protect
yakalandı,captured
koruyor,protecting
veremez,unable to give
açıyor,It hurts
yarınki,tomorrow
so,SO
yuva,nest
gözüme,to my eye
bulması,finding
freddy,freddy
bildiğimi,that I know
demeli,saying
ağız,mouth
beter,worse
geçtin,you have passed
duyguları,emotions
reddetti,rejected
demem,dont say
morris,morris
joon,joon
kıymetli,precious
sil,wipe
deyince,saying
diğerini,the other
hepimize,to all of us
sevdi,loved
sense,sense
keyfine,enjoyable
winston,Winston
kurtul,rumbling
okumaya,reading
yaralandı,injured
fizik,physics
geçir,spend
cassie,cassie
İnternet,Internet
dönmesi,turning
yürüyor,walking
vücudunu,body
açıktı,it was clear
for,for
yapmayacak,will not make
görüştüm,I'm in sight
fox,fox
zamanımı,of my time
anlamam,I don't understand
ameliyata,surgery
kadınlardan,from women
grey,grey
rosie,rosie
aptalım,I'm stupid
cal,steal
almamı,reckoning
hızı,speed
kullandığını,that you are using
hakikaten,truly
içtin,you have drunk
girmeden,entering
yazmaya,written
hawaii,Hawaii
görevde,on duty
konuşuyorduk,we were talking
kadından,woman
iütfen,division
yaver,aide
gitar,guitar
jeffrey,jeffrey
kalmanı,keeping up
ürünü,product
ailesiyle,with his family
ivan,ivan
bastır,press
İrlanda,Ireland
önümüzde,in front of us
doyle,Doyle
malzemeleri,materials
dibinde,at the bottom of
edebiliyor,able to be able to
ruhun,your soul
ücreti,fee
olamadım,unable to be
yürüyerek,on foot
orduya,army
umalım,Let's hope
konuşman,conversation
tutuyorsun,you are holding
vermiyorum,I don't give the
çeyrek,quarter
etmeniz,meat
arabalar,cars
karşıma,farther
mıymış,halted
verilmiş,given
koridorda,in the corridor
İsrail,Israel
brenda,brenda
dürüstçe,honestly
kanıtları,their evidence
artik,no longer
gerçeğini,the fact that
maske,mask
hikayesini,the story of
hayatımızı,our life
one,what's that
çocuğunun,the child of
açan,opening
papel,papel
söyleyerek,saying
connie,connie
formu,form
bekliyordu,was waiting for
turta,pie
beğenmiş,liked
soktu,tucked
sağlayacağım,I will provide
sözüm,my word
kalırsın,you remain
clip,clip
oğluna,to his son
koruması,protection
oynayan,playing
olmayacaksın,you won't be
boyd,BOYD
başkasıyla,with someone else
seçilmiş,selected
istediğinde,when you want to
ikinizi,the two of you
tekmeyi,singing
sonuçlarını,the consequences of
edersem,If I'm
ödedim,I paid
muz,banana
olgun,mature
aradılar,they called
geçsin,May you pass through
milli,National
aileyi,the family
hissettin,you felt
sırtını,back
serena,serena
yaklaş,come closer
ayakları,their feet
burdayım,I am here
rekabet,rivalry
konuştunuz,You have talked to
benzediğini,that she looks like
ücretsiz,free
üye,member
adıma,step
yerlerini,their place
müslüman,Muslim
gözlem,observation
egzersiz,exercise
baker,baker
dorothy,dorothy
sezar,Caesar
düş,shower
ortam,environment
açacak,opener
bitmez,unstable
sürmek,to spread
arabaları,cars
polislerin,of the cops
seninkini,yours
wyatt,wyatt
tuvalette,in the toilet
sattım,I have sold it
görüşmem,I don't talk to
paula,paula
üzülüyorum,I'm upset
numaraları,numbers
hikayeler,stories
çikolatalı,chocolate
bozulmuş,impaired
hatırlattı,reminded
arayayım,I'm looking for
yüklü,loaded
diyebilir,can say
oyuncağı,tile
gibiyiz,we are like we are
yaptığının,that you are doing
nihayetinde,ultimately
uzat,stretch
hamburger,hamburger
duygular,feelings
söylemez,not saying
olağan,usual
alışverişe,shopping
öğrendiğim,I learned
haftasonu,weekend
dönmedi,not turned
satranç,chess
yandı,burned
borcunu,debt
alfred,alfred
ödemeyi,the payment of
güvendesin,you are safe
gelmem,I do not come
polisle,police
dükkan,shop
şanslıyım,I am lucky
mona,mona
geçmeye,passing
yanılmışım,I was wrong
düşecek,will fall
evlenir,married
artie,artie
tanıyorsunuz,you know
kullanın,use
aptalsın,you're stupid
baksanıza,grabbed
huysuz,grumpy
getirdiği,brought
bernard,bernard
zannetmiyorum,I do not think so
geçmedi,has not passed
çıkmalıyız,We have to go out
yazdın,you wrote
okuyorsun,you're reading
ayakkabılarını,their shoes
acınası,pitiful
karşılığı,equivalent
uzaklıkta,away
gittiniz,you've been to
İsviçre,Switzerland
gelse,arrival
evcil,domestic
buradaymış,here
davaya,in case
banyoda,in the bathroom
kollarını,her arms
olamazdı,could not be
güzeli,beauty
göremiyor,he is unable to see
metro,metro
öldüler,they died
trevor,trevor
cüce,dwarf
lisesi,high school
gülüyorsun,you're laughing
inanın,Believe in
kişilerin,of persons.
ağabeyim,my brother
yatağı,bed
demedi,unable to say
ellerim,my hands
belge,document
adıyla,by the name of
deneyim,experience
binaya,to the building
mühim,important
mantar,mushrooms
alamaz,can't get
mücevher,gem
midem,my stomach
kıyafetleri,their clothes
klaus,klaus
buralara,to this place
hindi,turkey
deyip,saying
kanama,bleeding
komünist,communist
bankaya,to the bank
karşılaştım,I encountered
korkudan,frightly
kaybolan,lost
haftanın,the week's
ortasına,in the middle of
karşılıklı,opposite
acısını,herbage
flash,flash
geçiyoruz,we are passing
severdim,I'd like to
evleniyor,marrying
salonuna,to the hall
ilgisini,interested
elvis,elvis
ortalama,average
kaldığım,my stay
satıyor,selling
cebinde,in the pocket
bilecek,will know
tel,Phone
sevmek,love
georgia,Georgia
giriyoruz,We are entering
İspanyolca,Spanish
yağıyor,It's raining
ufacık,teeny
kararımı,decency
sıkıca,firmly
bacağını,leg
süslü,fancy
hayatımız,our life
sıralar,rows
lerde,in
ilgilenmiyorum,I am not interested
monroe,monroe
getiriyorum,I'm bringing
gözünün,gap
denedin,you've tried
babasıyla,with his father
sevişmek,to make love
mesai,shift
ini,ini
ayna,mirror
kullanılmış,used
griffin,griffin
geceye,to the night
söyleyemezsin,you can't say
hamileyim,I'm pregnant
koyuyorum,I am putting
yattım,I slept
reid,reid
almadın,you have not received
nün,is the
sağlığı,health
varız,we are
zira,for
kaçınılmaz,inevitable
şeyimi,my thing
dostumuz,our friend
boylu,tall
satmaya,selling
hesabını,your account
şaşırmadım,I'm not surprised
istemediğimi,that I don't want
okumayı,reading
oradalar,they are there
v,v
fikriydi,was the idea of
terör,terror
bahçesi,garden
kap,container
amacıyla,for the purpose of
evlendi,married
mekan,place
bahşiş,tip
your,your
amanın,adhesion
detektif,detective
arkana,back
dâhil,including
douglas,douglas
oyuncusu,player
yolculuğa,on the road trip
edebiliyorum,I can be able to
arayacak,will call
evlatlık,foster child
oynar,play
what,whatever
hoşlandığını,liking
erkeklerden,from men
kesici,cutter
archer,archer
çare,resort
telefonuna,to the phone
sanal,virtual
indi,landed
gölü,lake
dallas,dallas
ölürse,If he dies
houston,houston
maça,spade
sonny,sonny
yaşı,age
gabrielle,gabrielle
kuvvet,force
sörf,surfing
salata,salad
çekimi,pitch
kaseti,cassette
bulan,finding
ziyade,rather than
yen,yen
birilerine,to somebody
sırrını,the secret of
patlayacak,will explode
arkadaşıyım,I'm a friend
odasından,from the room
randall,randall
fotoğraflarını,their photographs
öldüm,became
nakil,transport
kazan,boiler
yaptıklarından,as they do
peggy,peggy
desteği,support
istemiyordum,I didn't want to
ama-,but-
mesajını,your message
mafya,mafia
theo,theo
etsene,etsene
isaac,isaac
hâline,into
acıktım,I was hungry
kamerası,camera
kıyafeti,outfit
vuran,hitting
yemeğin,your food
kalmıyor,does not stay
görmelisin,you should see
yapıyormuş,has been doing
harbiden,from the warbal
re,reef
duymuyorum,I dont hear
tartışmak,to dispute
asansör,lift
jang,jang
yaramayacak,will not wound
verdiğimiz,we are giving
carson,carson
nehrin,river
iyiler,they are good
ışıklar,lights
stella,stella
büyükbabam,grandfather
vermesini,giving
adayı,the candidate
verirdim,I would give it
taşındı,moved
üzereyiz,we are about
richie,richie
ardı,rendering
yedinci,seventh
matmazel,Mademoiselle
saniyeliğine,to the second
çantamı,my bag
diyorsan,If you say
yılbaşı,new Year
yak,lighter
yataktan,from bed
hissettiğim,I feel
merdivenlerden,stairs
gelmezdi,would not come
drake,drake
